Двойка Мечей,"Не все решения имеют четкие ответы, рожденные природным чутьем. Иногда лучшее решение появляется в свое время. Отключите свои собственные чувства, позвольте советникам дать противоречивые советы. И ждите, ждите, ждите. Вокруг вас вьется плющ, а вы все еще ждете, позволяя истине проявиться в приливах и отливах вашего ума.","тщательное обдумывание, взвешивание вариантов, ожидание подходящего момента, боязнь принятия решения."
Тройка Мечей,"Есть много глубоких ран, которые мы переживем в поисках способа избавления от источника боли. Лезвия пронзают сердце под разными углами — боль пульсирует в теле, в эмоциях, в памяти. Это именно та память, которая заживет дольше всего. Еще долго после того, как тело заживет, останется шрам от предательства. Постоянное внимание к боли не дает вам шанса на исцеление.","разбитое сердце, предательство, цепляние за старые раны, безутешная печаль."
Четвёрка Мечей,"Вы входите в тихий склеп с трепетом. Прохладная мраморная плита призывает вас на некоторое время отложить свои заботы и горести. Отдых на носилках кажется искушением судьбы, побуждением ее сделать ваш покой вечным. Наконец тишина проникает в вас. Без беспокойных сновидений сон приносит покой, который может восстановить вас на долгий период времени.","уход в себя, отдых и восстановление сил, мир и покой, изматывающая ситуация."
Пятёрка Мечей,"Этот мир может быть таким диким местом, где охотник и жертва заперты в рамках судьбы, от которой они не могут убежать. Вы слышите их крики, они приближаются, они намерены нанести удар. Чтобы обойти когти, которые рвут, и клювы, которые кусают, ваша рука с мечом должна быть безжалостной и точной.","применение силы, издевательства, жестокость, победа любой ценой."
Шестёрка Мечей,"Земля затихает, когда вы приближаетесь к берегу. Клубящийся туман скрывает дальний берег. Паромщик приглашает вас в лодку. Это место вызывает знакомое одиночество, чувство, которое вы переросли. Нет никакой гарантии, что следующий мир обещает что-то большее, но все же, в надежде, вы садитесь в лодку, чтобы получить шанс на лучшую жизнь за пределами приливов и отливов.","переход, уход в неизвестность, путешествие по воде."
Семёрка Мечей,"Сильные крылья взмахивают, ловкий клюв наносит верный удар. Ваши крылья несут вас, когда вы поднимаете свой приз в воздух. Это победа, которую принесли вам ваши таланты и навыки, способность поражать тени, двигаться невидимо, играя только по своим собственным правилам или вообще без правил. Есть те, кто качает головой в ответ на ваши ловкачества, но их одобрение не кормит ни вас, ни ваших птенцов.","коварство, компромиссный способ решение проблем, нестандартное мышление, воровство."
Восьмёрка Мечей,"Ужас овладевает вами, когда ловушка захлопывается. Ноги крепко сцеплены, руки вытянуты. Вы взываете к небесам, но только птицы отвечают, и они не приносят вам пользы в этом опасном положении. Еще не все потеряно, но потребуется вся ваша решимость, чтобы выбраться из этой тюрьмы. Следует двигаться с осторожностью. Если бы только вы могли успокоить свой бешеный ум надолго, чтобы понять, как вырваться на свободу.","захват, бесправие, осторожное отступление."
Девятка Мечей,"Из всех ужасов, с которыми вы сталкиваетесь в этой стране, самые ошеломляющие — это те, которые формируются в вашем сознании. Безжалостные крылья цвета пустоты раскрываются перед вами. Пронзительный крик проникает в ваши кости. Демоны в ваших снах, ваши собственные демоны, лишают вас сна.","страхи, угнетение, бессонница."
Десятка Мечей,"Клювы рвут и раздирают. Разорванная плоть выпускает фонтаны крови, бледные конечности остывают и застывают. Скованный холодным железом, вы корчитесь в агонии, втискивая свое тело в густую листву, которая скоро заберет вас. Вы готовите свой дух к свободному полету, пока не стало слишком поздно. Вам это удавалось и раньше. Теперь, как раз в самый последний момент, вы выпускаете свой дух с воплем.","поражение, потеря, болезнь, необходимость немедленного выхода."
Паж Мечей,"Все тихо и спокойно, пока Паж на посту. Обладая острым умом к чудесам и загадкам мира, он наблюдает из тени, впитывая все, что можно видеть. Он двигается осторожно и стремится быть невидимым, чтобы раскрыть и запомнить скрытые секреты. Нет такой информации, которую он не мог бы использовать в своих интересах, когда придет время.","внимательный наблюдатель‚ проницательность, сообразительность, шпионаж."
Рыцарь Мечей,"Лошадь ржёт, когда всадник подстегивает её. Непреодолимая сила заставляет двигаться все быстрее и быстрее, все дальше и дальше. Не обращая внимания на опасность и не колеблясь, он бросается в бой с особым рвением и драйвом. Не обманывайте себя, думая, что он бездумен. Он овладел навыком полагаться на свои инстинкты, способные в нужный момент привести к правильному решению. Он не сдерживает свои порывы. Спотыкаться — значит проигрывать.","безрассудный герой, недостаточная подготовка, готовность к битве‚ непостоянство."
Королева Мечей,"Вот дух, который никогда не погнушается пойти по головам в своих поисках. Когда-то она чувствовала боль, но навсегда обрела невероятную мудрость, выработав твердую, как алмаз, волю. Она научилась устранять вещи из своей жизни с хирургической точностью, оставляя только то, что ей нужно, чтобы обрести силу и достичь своих целей. Глупцы думают, что могут перехитрить ее, но она все равно смывает их кровь своим клинком. Её ошибка заключалась в том, что она забыла, что никто не является тем, кем кажется, просто посмотрите на ее тень, и вы увидите больше, чем кажется на первый взгляд.","мудрая правительница, выполнение трудных задач, роковая женщина, горечь."
Король Мечей,"Честолюбие и дальновидность принесли ему немало побед. Он известен тем, что принимает правильные меры в самый подходящий момент. У него мало выживших врагов. Чтобы вести за собой, он должен быть готов делать самое трудное, идти туда, куда другие не могут. Хотя он изранен и побит в бесчисленных битвах, он держит свой клинок заточенным, чтобы нанести контрольный удар.","гениальный управленец, дальновидность, беспристрастные решения, бессердечие."
